REF_AREA,Origin,Destination,TIME_PERIOD,Percentage_of_students
BEL,Belgium,Sudan,2022,0.010762911
BEL,Belgium,Qatar,2022,0.046639281
BEL,Belgium,Saint Kitts and Nevis,2022,0
BEL,Belgium,Jamaica,2022,0.01255673
BEL,Belgium,Aruba,2022,0.007175274
BEL,Belgium,Montserrat,2022,0
BEL,Belgium,Colombia,2022,0.452042262
BEL,Belgium,Romania,2022,0.581197194
BEL,Belgium,Algeria,2022,0.819775055
BEL,Belgium,Nauru,2022,0
BEL,Belgium,Puerto Rico,2022,0.017938185
BEL,Belgium,Portugal,2022,0.511238273
BEL,Belgium,Bosnia and Herzegovina,2022,0.032288733
BEL,Belgium,Cook Islands,2022,0
BEL,Belgium,Macau,2022,0.007175274
BEL,Belgium,Spain,2022,1.458374442
BEL,Belgium,Georgia,2022,0.075340377
BEL,Belgium,Bahrain,2022,0.008969093
BEL,Belgium,Israel,2022,0.089690925
BEL,Belgium,Canada,2022,0.333650241
BEL,Belgium,Ukraine,2022,0.310330601
BEL,Belgium,Thailand,2022,0.095072381
BEL,Belgium,Hungary,2022,0.177588032
BEL,Belgium,Singapore,2022,0.059196011
BEL,Belgium,Afghanistan,2022,0.105835292
BEL,Belgium,Latvia,2022,0.095072381
BEL,Belgium,Mali,2022,0.059196011
BEL,Belgium,Armenia,2022,0.12018584
BEL,Belgium,Papua New Guinea,2022,0.001793819
BEL,Belgium,San Marino,2022,0
BEL,Belgium,Cambodia,2022,0.037670189
BEL,Belgium,Kiribati,2022,0
AUT,Austria,Micronesia,2022,0
AUT,Austria,Hong Kong,2022,0
AUT,Austria,South Africa,2022,0.101921183
BEL,Belgium,Palestinian Authority or West Bank and Gaza Strip,2022,0.152474573
BEL,Belgium,Oman,2022,0.01255673
BEL,Belgium,Montenegro,2022,0.014350548
BEL,Belgium,Poland,2022,0.403609163
BEL,Belgium,Eritrea,2022,0.017938185
BEL,Belgium,Niue,2022,0
BEL,Belgium,Pakistan,2022,0.419753529
BEL,Belgium,Turkey,2022,1.130105656
BEL,Belgium,Slovenia,2022,0.043051644
BEL,Belgium,Slovak Republic,2022,0.102247655
BEL,Belgium,Turkmenistan,2022,0.003587637
BEL,Belgium,Anguilla,2022,0
BEL,Belgium,Switzerland,2022,0.55070228
BEL,Belgium,Argentina,2022,0.12018584
BEL,Belgium,Bahamas,2022,0.001793819
BEL,Belgium,Monaco,2022,0.005381456
BEL,Belgium,Cameroon,2022,6.057725079
BEL,Belgium,Kosovo,2022,0.052020737
BEL,Belgium,Angola,2022,0.021525822
BEL,Belgium,Andorra,2022,0.005381456
CAN,Canada,Ghana,2022,0.441756695
CAN,Canada,Yemen,2022,0.046313202
CAN,Canada,New Zealand,2022,0.030281709
CAN,Canada,Gibraltar,2022,0.000890638
CAN,Canada,Guinea-Bissau,2022,0.002671915
CAN,Canada,Zambia,2022,0.043641286
CAN,Canada,Vanuatu,2022,0
CAN,Canada,Rwanda,2022,0.177237061
CAN,Canada,Timor-Leste,2022,0
CAN,Canada,Jordan,2022,0.251160057
CAN,Canada,Albania,2022,0.057000864
CAN,Canada,Morocco,2022,1.039375128
CAN,Canada,Serbia,2022,0.024937878
CAN,Canada,Greece,2022,0.063235333
CAN,Canada,Tunisia,2022,0.382974554
CAN,Canada,Chad,2022,0.019594047
CAN,Canada,Bhutan,2022,0.039188094
CAN,Canada,Grenada,2022,0.010687662
CAN,Canada,North Macedonia,2022,0.005343831
CAN,Canada,Tajikistan,2022,0.008906385
CAN,Canada,Indonesia,2022,0.464022658
CAN,Canada,Somalia,2022,0.005343831
CAN,Canada,Cyprus,2022,0.005343831
CAN,Canada,Kazakhstan,2022,0.214643878
CAN,Canada,Cayman Islands,2022,0.013359577
CAN,Canada,Bermuda,2022,0.078376188
CAN,Canada,Luxembourg,2022,0.013359577
CAN,Canada,Liechtenstein,2022,0.000890638
CAN,Canada,Croatia,2022,0.006234469
CAN,Canada,Lesotho,2022,0.002671915
CAN,Canada,Lao People’s Democratic Republic,2022,0.004453192
CAN,Canada,Austria,2022,0.032062986
CAN,Canada,Kenya,2022,0.395443493
CAN,Canada,Marshall Islands,2022,0
CAN,Canada,Djibouti,2022,0.010687662
CAN,Canada,Barbados,2022,0.096188958
CAN,Canada,Korea,2022,1.781276997
CAN,Canada,Honduras,2022,0.070360441
CAN,Canada,Madagascar,2022,0.097970235
CAN,Canada,Central African Republic,2022,0.024047239
CAN,Canada,Belize,2022,0.036516178
CAN,Canada,Iceland,2022,0.005343831
CAN,Canada,Germany,2022,0.301926451
CAN,Canada,Norway,2022,0.025828516
CAN,Canada,Brazil,2022,1.212158997
CAN,Canada,Belarus,2022,0.016031493
CAN,Canada,Bangladesh,2022,2.062718763
CAN,Canada,Bulgaria,2022,0.013359577
CAN,Canada,Brunei Darussalam,2022,0.005343831
CAN,Canada,Benin,2022,0.151408545
CAN,Canada,Nigeria,2022,2.798386163
CAN,Canada,Slovak Republic,2022,0.024047239
CAN,Canada,Turkmenistan,2022,0.003562554
CAN,Canada,Anguilla,2022,0.002671915
CAN,Canada,Turkey,2022,0.693807391
CAN,Canada,Ecuador,2022,0.259175803
CAN,Canada,British Virgin Islands,2022,0
CAN,Canada,Antigua and Barbuda,2022,0.031172347
CAN,Canada,Andorra,2022,0.001781277
CAN,Canada,Namibia,2022,0.000890638
CAN,Canada,Other countries unspecified,2022,0.613649926
BEL,Belgium,Morocco,2022,3.146357652
BEL,Belgium,Grenada,2022,0
BEL,Belgium,Micronesia,2022,0
CAN,Canada,Mauritius,2022,0.28500432
CAN,Canada,Mauritania,2022,0.016031493
CAN,Canada,India,2022,31.15364405
CAN,Canada,Tuvalu,2022,0
CAN,Canada,Northern America,2022,2.878543628
CAN,Canada,Bolivia,2022,0.030281709
CAN,Canada,Kuwait,2022,0.161205568
CAN,Canada,Saudi Arabia,2022,0.364271146
CAN,Canada,Dominica,2022,0.015140854
CAN,Canada,China,2022,21.68170361
CAN,Canada,Oceania,2022,0.346458376
CAN,Canada,Korea,2022,0.008906385
CAN,Canada,Iran,2022,3.188485825
CAN,Canada,Malta,2022,0.002671915
CAN,Canada,Libya,2022,0.069469803
CAN,Canada,Chile,2022,0.145174075
CAN,Canada,Comoros,2022,0.005343831
CAN,Canada,Burkina Faso,2022,0.246706864
CAN,Canada,Myanmar,2022,0.055219587
CAN,Canada,Tokelau,2022,0
CAN,Canada,Australia,2022,0.08282938
CAN,Canada,Japan,2022,0.514789052
CAN,Canada,Ukraine,2022,0.342895822
CAN,Canada,Puerto Rico,2022,0.000890638
CAN,Canada,Armenia,2022,0.006234469
CAN,Canada,Mali,2022,0.195049831
CAN,Canada,Spain,2022,0.158533653
CAN,Canada,Georgia,2022,0.003562554
CAN,Canada,Cook Islands,2022,0
CAN,Canada,Singapore,2022,0.130033221
CAN,Canada,Bahrain,2022,0.024937878
CAN,Canada,Macau,2022,0.046313202
CAN,Canada,Papua New Guinea,2022,0
CAN,Canada,Paraguay,2022,0.004453192
CAN,Canada,Hungary,2022,0.020484685
CAN,Canada,Mongolia,2022,0.054328948
CAN,Canada,Montenegro,2022,0.001781277
CAN,Canada,San Marino,2022,0
CAN,Canada,Cambodia,2022,0.026719155
CAN,Canada,Eritrea,2022,0.007125108
CAN,Canada,Latvia,2022,0.007125108
CAN,Canada,Poland,2022,0.034734901
CAN,Canada,Palestinian Authority or West Bank and Gaza Strip,2022,0.048094479
CAN,Canada,Oman,2022,0.08282938
CAN,Canada,Nicaragua,2022,0.014250216
CAN,Canada,Pakistan,2022,1.005530865
CAN,Canada,Cameroon,2022,0.490741813
CAN,Canada,Kyrgyzstan,2022,0.026719155
CAN,Canada,Bahamas,2022,0.263628996
CAN,Canada,Monaco,2022,0.001781277
CAN,Canada,Slovenia,2022,0.002671915
CAN,Canada,United Kingdom,2022,0.352692846
CAN,Canada,Botswana,2022,0.02939107
CAN,Canada,Angola,2022,0.008015746
CAN,Canada,Kosovo,2022,0.005343831
CAN,Canada,Iraq,2022,0.040969371
CAN,Canada,Uzbekistan,2022,0.013359577
CAN,Canada,Cuba,2022,0.026719155
CAN,Canada,Argentina,2022,0.085501296
CAN,Canada,Palau,2022,0
CAN,Canada,Viet Nam,2022,2.409177139
CAN,Canada,Moldova,2022,0.001781277
CAN,Canada,Malawi,2022,0.012468939
CAN,Canada,Guinea,2022,0.145174075
CAN,Canada,Malaysia,2022,0.260066442
CAN,Canada,Estonia,2022,0.006234469
CAN,Canada,Equatorial Guinea,2022,0.002671915
CAN,Canada,Samoa,2022,0
CAN,Canada,C�te d'Ivoire,2022,0.618103118
CAN,Canada,Dominican Republic,2022,0.065907249
CAN,Canada,Lithuania,2022,0.008015746
CAN,Canada,France,2022,5.338487161
CAN,Canada,Saint Vincent and the Grenadines,2022,0.0115783
CAN,Canada,Gambia,2022,0.021375324
CAN,Canada,Suriname,2022,0.001781277
CAN,Canada,South Sudan,2022,0.001781277
CAN,Canada,Sint Maarten,2022,0.004453192
CAN,Canada,Turks and Caicos Islands,2022,0.003562554
CAN,Canada,Togo,2022,0.108657897
CAN,Canada,Seychelles,2022,0
CAN,Canada,Tanzania,2022,0.145174075
BEL,Belgium,Paraguay,2022,0.014350548
BEL,Belgium,Haiti,2022,0.193732398
BEL,Belgium,Mongolia,2022,0.039464007
CAN,Canada,Finland,2022,0.023156601
CAN,Canada,Senegal,2022,0.466694573
CAN,Canada,Europe unspecified,2022,0.087282573
CAN,Canada,Uganda,2022,0.123798751
CAN,Canada,Venezuela,2022,0.099751512
CAN,Canada,Zimbabwe,2022,0.184362169
CAN,Canada,Northern America unspecified,2022,0
CAN,Canada,Asia,2022,71.69550851
CAN,Canada,Oceania unspecified,2022,0.008015746
CAN,Canada,Egypt,2022,0.616321841
CAN,Canada,Europe,2022,8.26423463
CAN,Canada,Sri Lanka,2022,0.426615841
CAN,Canada,Ethiopia,2022,0.097079596
CAN,Canada,Eswatini,2022,0.003562554
CAN,Canada,Fiji,2022,0.002671915
CAN,Canada,Solomon Islands,2022,0.000890638
CAN,Canada,Guatemala,2022,0.021375324
CAN,Canada,Switzerland,2022,0.08906385
CAN,Canada,Netherlands,2022,0.084610657
CAN,Canada,Gabon,2022,0.046313202
CAN,Canada,World,2022,100
CAN,Canada,El Salvador,2022,0.08282938
CAN,Canada,Burundi,2022,0.057000864
CAN,Canada,Asia unspecified,2022,0.536164376
CAN,Canada,Lebanon,2022,0.40345924
CHL,Chile,Turkey,2022,0.011286045
CHL,Chile,Slovenia,2022,0
CHL,Chile,Switzerland,2022,0.02257209
CHL,Chile,Ecuador,2022,8.024377857
CHL,Chile,Andorra,2022,0
CHL,Chile,Bangladesh,2022,0.005643022
CHL,Chile,Anguilla,2022,0
CHL,Chile,Antigua and Barbuda,2022,0
CHL,Chile,Angola,2022,0.050787202
CHL,Chile,Australia,2022,0.011286045
CHL,Chile,Tokelau,2022,0
CHL,Chile,Comoros,2022,0
CHL,Chile,Libya,2022,0
CHL,Chile,Other countries unspecified,2022,4.237909825
CHL,Chile,Ireland,2022,0
CHL,Chile,El Salvador,2022,0.44579877
CHL,Chile,Bolivia,2022,7.578579087
CHL,Chile,Oceania,2022,0.050787202
CHL,Chile,Indonesia,2022,0.005643022
CHL,Chile,Denmark,2022,0
CHL,Chile,India,2022,0.174933694
CHL,Chile,Namibia,2022,0
CHL,Chile,Saudi Arabia,2022,0
CHL,Chile,Tajikistan,2022,0
CHL,Chile,Somalia,2022,0
CHL,Chile,China,2022,0.056430224
CHL,Chile,Central African Republic,2022,0.005643022
CHL,Chile,Korea,2022,0
CHL,Chile,Iran,2022,0.073359291
CHL,Chile,Mauritania,2022,0
CHL,Chile,Democratic Republic of the Congo,2022,0
CHL,Chile,Algeria,2022,0.005643022
CHL,Chile,Burkina Faso,2022,0
CHL,Chile,Myanmar,2022,0
CHL,Chile,Equatorial Guinea,2022,0
CHL,Chile,Tuvalu,2022,0
CHL,Chile,Japan,2022,0
CHL,Chile,United Arab Emirates,2022,0
CHL,Chile,Azerbaijan,2022,0
CHL,Chile,Zambia,2022,0
CHL,Chile,Bosnia and Herzegovina,2022,0.011286045
CAN,Canada,Maldives,2022,0.002671915
CAN,Canada,Mexico,2022,1.062531729
CAN,Canada,Tonga,2022,0
CAN,Canada,Curaçao,2022,0.005343831
CAN,Canada,Italy,2022,0.221768986
CAN,Canada,Thailand,2022,0.165658761
CAN,Canada,Latin America and the Caribbean unspecified,2022,0.030281709
CAN,Canada,Liberia,2022,0.007125108
CAN,Canada,Guyana,2022,0.064125972
CAN,Canada,Congo,2022,0.049875756
CAN,Canada,Mozambique,2022,0.004453192
CAN,Canada,Sudan,2022,0.048094479
CAN,Canada,Africa unspecified,2022,0
CAN,Canada,Costa Rica,2022,0.037406817
CAN,Canada,Latin America and the Caribbean,2022,5.568271894
CAN,Canada,United States,2022,2.80016744
CAN,Canada,Ireland,2022,0.059672779
CAN,Canada,Denmark,2022,0.021375324
CAN,Canada,Holy See,2022,0
CAN,Canada,Hong Kong,2022,0.847887851
CAN,Canada,Kiribati,2022,0
CAN,Canada,South Africa,2022,0.102423427
CAN,Canada,Nepal,2022,0.342005184
CAN,Canada,Micronesia,2022,0
CAN,Canada,Czechia,2022,0.020484685
CAN,Canada,Syrian Arab Republic,2022,0.073032357
CAN,Canada,Haiti,2022,0.179908977
CAN,Canada,Niger,2022,0.05343831
CAN,Canada,Peru,2022,0.253831972
CAN,Canada,Panama,2022,0.062344695
CAN,Canada,Qatar,2022,0.024937878
CAN,Canada,Philippines,2022,1.665493993
CAN,Canada,Russia,2022,0.453334996
CAN,Canada,Saint Lucia,2022,0.025828516
CAN,Canada,Saint Kitts and Nevis,2022,0.014250216
CAN,Canada,Aruba,2022,0.008015746
CAN,Canada,Jamaica,2022,0.321520498
CAN,Canada,Algeria,2022,0.485397982
CAN,Canada,Nauru,2022,0
CAN,Canada,Montserrat,2022,0
CAN,Canada,Romania,2022,0.024937878
CAN,Canada,Niue,2022,0
CAN,Canada,Afghanistan,2022,0.031172347
CAN,Canada,Bosnia and Herzegovina,2022,0.003562554
CAN,Canada,Israel,2022,0.107767258
CAN,Canada,Colombia,2022,0.70627633
CAN,Canada,Portugal,2022,0.055219587
CHL,Chile,Sint Maarten,2022,0
CHL,Chile,Sao Tome and Principe,2022,0
CHL,Chile,Guinea,2022,0
CHL,Chile,Senegal,2022,0.005643022
CHL,Chile,Nigeria,2022,0.005643022
CHL,Chile,Turkmenistan,2022,0
CHL,Chile,Sierra Leone,2022,0
CHL,Chile,Zimbabwe,2022,0
CHL,Chile,Uganda,2022,0
CHL,Chile,Northern America unspecified,2022,0
CHL,Chile,Asia,2022,0.536087128
CHL,Chile,Oceania unspecified,2022,0
CHL,Chile,Asia unspecified,2022,0
CHL,Chile,Venezuela,2022,23.31696857
CHL,Chile,Egypt,2022,0
CHL,Chile,Europe,2022,1.732407878
CHL,Chile,Eswatini,2022,0
CHL,Chile,Fiji,2022,0
CHL,Chile,Guatemala,2022,0.558659218
CHL,Chile,Solomon Islands,2022,0
CHL,Chile,Gabon,2022,0
CHL,Chile,Sri Lanka,2022,0
CHL,Chile,Europe unspecified,2022,0
CHL,Chile,Ethiopia,2022,0.005643022
CHL,Chile,Kuwait,2022,0
CHL,Chile,Djibouti,2022,0
CHL,Chile,Vanuatu,2022,0
CHL,Chile,Gibraltar,2022,0
CHL,Chile,Finland,2022,0.005643022
CHL,Chile,Ghana,2022,0.005643022
CHL,Chile,Dominica,2022,0.028215112
CHL,Chile,World,2022,100
CHL,Chile,Yemen,2022,0
CHL,Chile,Lebanon,2022,0
CHL,Chile,New Zealand,2022,0.016929067
CHL,Chile,Guinea-Bissau,2022,0
CHL,Chile,Albania,2022,0.005643022
CHL,Chile,Burundi,2022,0
CHL,Chile,Bhutan,2022,0
CHL,Chile,Timor-Leste,2022,0
CHL,Chile,Rwanda,2022,0
CHL,Chile,Jordan,2022,0.005643022
CHL,Chile,Tunisia,2022,0
CHL,Chile,Serbia,2022,0.005643022
CHL,Chile,Cabo Verde,2022,0
CHL,Chile,Greece,2022,0.011286045
CHL,Chile,Morocco,2022,0.011286045
CHL,Chile,Micronesia,2022,0
CHL,Chile,Chad,2022,0
CHL,Chile,Africa,2022,0.174933694
CHL,Chile,Curaçao,2022,0
CHL,Chile,Mexico,2022,1.275323063
CHL,Chile,Congo,2022,0.016929067
CHL,Chile,North Macedonia,2022,0
CHL,Chile,Thailand,2022,0.005643022
CAN,Canada,Trinidad and Tobago,2022,0.172783869
CAN,Canada,Sao Tome and Principe,2022,0
CAN,Canada,Sierra Leone,2022,0.010687662
CHL,Chile,Lesotho,2022,0
CHL,Chile,Montserrat,2022,0
CHL,Chile,Kazakhstan,2022,0
CHL,Chile,Cyprus,2022,0
CHL,Chile,Northern America,2022,0.237006941
CHL,Chile,Luxembourg,2022,0
CHL,Chile,Lao People’s Democratic Republic,2022,0
CHL,Chile,Cayman Islands,2022,0
CHL,Chile,Croatia,2022,0.011286045
CHL,Chile,Austria,2022,0.005643022
CHL,Chile,Mauritius,2022,0
CHL,Chile,Marshall Islands,2022,0
CHL,Chile,Kenya,2022,0
CHL,Chile,Malta,2022,0
CHL,Chile,Madagascar,2022,0
CHL,Chile,Liechtenstein,2022,0
CHL,Chile,Slovak Republic,2022,0.005643022
CHL,Chile,Holy See,2022,0
CHL,Chile,Barbados,2022,0.005643022
CHL,Chile,Korea,2022,0.050787202
CHL,Chile,Germany,2022,0.299080187
CHL,Chile,Iceland,2022,0
CHL,Chile,Netherlands,2022,0.062073246
CHL,Chile,Benin,2022,0.005643022
CHL,Chile,Norway,2022,0
CHL,Chile,Belarus,2022,0.005643022
CHL,Chile,British Virgin Islands,2022,0
CHL,Chile,Brazil,2022,1.687263698
CHL,Chile,Belize,2022,0
CHL,Chile,Brunei Darussalam,2022,0
CHL,Chile,Bulgaria,2022,0
CHL,Chile,United Kingdom,2022,0.062073246
CHL,Chile,Guyana,2022,0
CHL,Chile,Italy,2022,0.265222053
CHL,Chile,Hong Kong,2022,0
CHL,Chile,Maldives,2022,0
CHL,Chile,Belgium,2022,0.039501157
CHL,Chile,United States,2022,0.197505784
CHL,Chile,Sweden,2022,0.016929067
CHL,Chile,Latin America and the Caribbean,2022,93.03086733
CHL,Chile,South Africa,2022,0.011286045
CHL,Chile,Uruguay,2022,0.665876644
CHL,Chile,Costa Rica,2022,0.310366232
CHL,Chile,Nepal,2022,0.005643022
CHL,Chile,Saint Lucia,2022,0
CHL,Chile,Niger,2022,0
CHL,Chile,Philippines,2022,0.011286045
CHL,Chile,Panama,2022,0.378082501
CHL,Chile,Russia,2022,0.062073246
CHL,Chile,Qatar,2022,0
CHL,Chile,Peru,2022,21.25162237
CHL,Chile,Nicaragua,2022,0.174933694
CHL,Chile,Saint Kitts and Nevis,2022,0
CHL,Chile,Colombia,2022,17.34665087
CHL,Chile,Aruba,2022,0
CHL,Chile,Saint Vincent and the Grenadines,2022,0
CHL,Chile,Palestinian Authority or West Bank and Gaza Strip,2022,0
CHL,Chile,Nauru,2022,0
CHL,Chile,Eritrea,2022,0
CHL,Chile,Jamaica,2022,0
CHL,Chile,Africa unspecified,2022,0
CHL,Chile,Afghanistan,2022,0.005643022
CHL,Chile,Israel,2022,0
CHL,Chile,Sudan,2022,0
CHL,Chile,Portugal,2022,0.02257209
CHL,Chile,Romania,2022,0.02257209
CHL,Chile,Puerto Rico,2022,0
CHL,Chile,Mali,2022,0
CHL,Chile,Cook Islands,2022,0
CHL,Chile,Macau,2022,0
CHL,Chile,Armenia,2022,0
CHL,Chile,Georgia,2022,0
CHL,Chile,Singapore,2022,0
CHL,Chile,Bahrain,2022,0
CHL,Chile,Ukraine,2022,0.039501157
CHL,Chile,Papua New Guinea,2022,0.02257209
CHL,Chile,Cambodia,2022,0
CHL,Chile,Bermuda,2022,0
CHL,Chile,Hungary,2022,0.016929067
CHL,Chile,San Marino,2022,0
CHL,Chile,Mongolia,2022,0
CHL,Chile,Haiti,2022,3.103662322
CHL,Chile,Canada,2022,0.039501157
CHL,Chile,Paraguay,2022,0.615089442
CAN,Canada,Uruguay,2022,0.014250216
CAN,Canada,Belgium,2022,0.201284301
CAN,Canada,Sweden,2022,0.040969371
CHL,Chile,Spain,2022,0.485299927
CHL,Chile,Kiribati,2022,0
CHL,Chile,Latvia,2022,0.028215112
CHL,Chile,Poland,2022,0
CHL,Chile,Montenegro,2022,0
CHL,Chile,Niue,2022,0
CHL,Chile,Gambia,2022,0
CHL,Chile,Turks and Caicos Islands,2022,0
CHL,Chile,Iraq,2022,0
CHL,Chile,Kosovo,2022,0
CHL,Chile,Botswana,2022,0
CHL,Chile,Argentina,2022,2.793296089
CHL,Chile,Estonia,2022,0
CHL,Chile,Uzbekistan,2022,0
CHL,Chile,Bahamas,2022,0
CHL,Chile,Palau,2022,0
CHL,Chile,Kyrgyzstan,2022,0
CHL,Chile,Viet Nam,2022,0.016929067
CHL,Chile,Cameroon,2022,0.005643022
CHL,Chile,Malawi,2022,0
CHL,Chile,Cuba,2022,2.403927544
CHL,Chile,Malaysia,2022,0
CHL,Chile,Tanzania,2022,0
CHL,Chile,Lithuania,2022,0
CHL,Chile,Samoa,2022,0
CHL,Chile,C�te d'Ivoire,2022,0
CHL,Chile,Moldova,2022,0
CHL,Chile,Dominican Republic,2022,0.541730151
CHL,Chile,France,2022,0.208791829
CHL,Chile,Seychelles,2022,0
CHL,Chile,Togo,2022,0
CHL,Chile,South Sudan,2022,0
CHL,Chile,Suriname,2022,0
CHL,Chile,Monaco,2022,0
CHL,Chile,Trinidad and Tobago,2022,0
COL,Colombia,Jordan,2022,0
COL,Colombia,Bhutan,2022,0
COL,Colombia,Greece,2022,0.055066079
COL,Colombia,Chad,2022,0
COL,Colombia,Africa,2022,0.440528634
COL,Colombia,Cabo Verde,2022,0
COL,Colombia,Morocco,2022,0
COL,Colombia,New Zealand,2022,0
COL,Colombia,Congo,2022,0.01835536
COL,Colombia,Tonga,2022,0
COL,Colombia,Grenada,2022,0
COL,Colombia,Italy,2022,0.77092511
COL,Colombia,Nepal,2022,0
COL,Colombia,North Macedonia,2022,0
COL,Colombia,Iran,2022,0.03671072
COL,Colombia,Lesotho,2022,0
COL,Colombia,Montserrat,2022,0
COL,Colombia,Marshall Islands,2022,0
COL,Colombia,Cyprus,2022,0
COL,Colombia,Tajikistan,2022,0
COL,Colombia,Northern America,2022,1.798825257
COL,Colombia,Europe,2022,7.727606461
COL,Colombia,Bermuda,2022,0
COL,Colombia,Croatia,2022,0
COL,Colombia,Central African Republic,2022,0
COL,Colombia,Kenya,2022,0.073421439
COL,Colombia,Lao People’s Democratic Republic,2022,0
COL,Colombia,Malta,2022,0
COL,Colombia,Liechtenstein,2022,0
COL,Colombia,Djibouti,2022,0
COL,Colombia,Luxembourg,2022,0
COL,Colombia,Madagascar,2022,0.03671072
COL,Colombia,Austria,2022,0
COL,Colombia,Korea,2022,0.422173275
COL,Colombia,Mauritius,2022,0
COL,Colombia,Slovak Republic,2022,0.01835536
COL,Colombia,Netherlands,2022,0.275330396
COL,Colombia,Germany,2022,1.5969163
COL,Colombia,China,2022,0.403817915
COL,Colombia,Barbados,2022,0.01835536
COL,Colombia,Bahamas,2022,0.01835536
COL,Colombia,Benin,2022,0.01835536
COL,Colombia,Belarus,2022,0
COL,Colombia,Cayman Islands,2022,0
COL,Colombia,Norway,2022,0
COL,Colombia,Bangladesh,2022,0
COL,Colombia,British Virgin Islands,2022,0
COL,Colombia,Belize,2022,0
COL,Colombia,Brunei Darussalam,2022,0
COL,Colombia,Ecuador,2022,9.599853157
CHL,Chile,Tonga,2022,0
CHL,Chile,Grenada,2022,0
CHL,Chile,Honduras,2022,0.524801083
COL,Colombia,Switzerland,2022,0.110132159
COL,Colombia,Nigeria,2022,0
COL,Colombia,United Kingdom,2022,0.110132159
COL,Colombia,Ireland,2022,0.01835536
COL,Colombia,Libya,2022,0
COL,Colombia,Other countries unspecified,2022,0
COL,Colombia,Chile,2022,1.57856094
COL,Colombia,Japan,2022,0.128487518
COL,Colombia,Saudi Arabia,2022,0.01835536
COL,Colombia,Bolivia,2022,1.174743025
COL,Colombia,Estonia,2022,0
COL,Colombia,Oceania,2022,0.03671072
COL,Colombia,Holy See,2022,0
COL,Colombia,Indonesia,2022,0.03671072
COL,Colombia,Tokelau,2022,0
COL,Colombia,India,2022,0.055066079
COL,Colombia,Australia,2022,0.03671072
COL,Colombia,Kazakhstan,2022,0
COL,Colombia,Honduras,2022,1.303230543
COL,Colombia,Burundi,2022,0
COL,Colombia,Denmark,2022,0.03671072
COL,Colombia,Korea,2022,0.055066079
COL,Colombia,Gibraltar,2022,0
COL,Colombia,Timor-Leste,2022,0
COL,Colombia,Palestinian Authority or West Bank and Gaza Strip,2022,0.01835536
COL,Colombia,Myanmar,2022,0
COL,Colombia,Burkina Faso,2022,0
COL,Colombia,Comoros,2022,0
COL,Colombia,Mauritania,2022,0
COL,Colombia,United Arab Emirates,2022,0.03671072
COL,Colombia,Tuvalu,2022,0
COL,Colombia,Azerbaijan,2022,0
COL,Colombia,Democratic Republic of the Congo,2022,0.110132159
COL,Colombia,Zambia,2022,0
COL,Colombia,United States,2022,1.743759178
CHL,Chile,Liberia,2022,0
CHL,Chile,Latin America and the Caribbean unspecified,2022,0
CHL,Chile,Czechia,2022,0.011286045
COL,Colombia,Papua New Guinea,2022,0
